순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
109,대양휴머니티칼리지,대양휴머니티칼리지,009068,034,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,수 11:00~13:00,이202,강동원,대양휴머니티칼리지,우주항공드론공학부1 대상과목,블렌디드강의,,한국어,,Y
110,대양휴머니티칼리지,대양휴머니티칼리지,009068,035,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,목 16:00~18:00,이103,한경자,대양휴머니티칼리지,나노신소재공학과1 대상과목,블렌디드강의,,한국어,,Y
111,대양휴머니티칼리지,대양휴머니티칼리지,009068,036,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,목 16:00~18:00,이202,강동원,대양휴머니티칼리지,"나노신소재공학과1,항공시스템공학과1 대상과목",블렌디드강의,,한국어,,Y
112,대양휴머니티칼리지,대양휴머니티칼리지,009068,037,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,목 16:00~18:00,이203,김헌중,대양휴머니티칼리지,국방시스템공학1 대상과목,블렌디드강의,,한국어,,Y
113,대양휴머니티칼리지,대양휴머니티칼리지,009068,038,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,목 11:00~13:00,이202,구익희,대양휴머니티칼리지,1~4학년 대상강좌,블렌디드강의,,한국어,,Y
114,대양휴머니티칼리지,대양휴머니티칼리지,009068,039,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,수 14:00~16:00,이102,최일규,대양휴머니티칼리지,1~4학년 대상강좌,블렌디드강의,,한국어,,Y
115,대양휴머니티칼리지,대양휴머니티칼리지,009068,040,서양철학:쟁점과토론,공통교양필수,,1,3.0,3,0,이론,,수 18:00~20:00,이102,이석배,대양휴머니티칼리지,SHP1 대상강좌,블렌디드강의,,한국어,,Y
116,대양휴머니티칼리지,대양휴머니티칼리지,011238,001,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,"인문과학대학, 호텔관광대학 대상과목",,본교 e-러닝강의,한국어,,Y
117,대양휴머니티칼리지,대양휴머니티칼리지,011238,002,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,사회과학대학 대상과목,,본교 e-러닝강의,한국어,,Y
118,대양휴머니티칼리지,대양휴머니티칼리지,011238,003,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,경영경제대학 대상강좌,,본교 e-러닝강의,한국어,,Y
119,대양휴머니티칼리지,대양휴머니티칼리지,011238,004,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,"자연과학대학, 창의소프트학부 대상강좌",,본교 e-러닝강의,한국어,,Y
120,대양휴머니티칼리지,대양휴머니티칼리지,011238,005,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,생명과학대학 대상강좌,,본교 e-러닝강의,한국어,,Y
121,대양휴머니티칼리지,대양휴머니티칼리지,011238,006,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,예체능대학 대상강좌,,본교 e-러닝강의,한국어,,Y
122,대양휴머니티칼리지,대양휴머니티칼리지,011238,007,우주자연인간,공통교양필수,,1,1.0,1,0,이론,,,",,",정연철,대양휴머니티칼리지,1~4학년 전체 대상강좌,,본교 e-러닝강의,한국어,,Y
123,대양휴머니티칼리지,대양휴머니티칼리지,011304,001,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 09:00~11:00,Lab-E,Young In Chang,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
124,대양휴머니티칼리지,대양휴머니티칼리지,011304,002,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 09:00~11:00,Lab-A,Kyle F McCullagh,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
125,대양휴머니티칼리지,대양휴머니티칼리지,011304,003,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 09:00~11:00,Lab-B,Laura Fitch,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
126,대양휴머니티칼리지,대양휴머니티칼리지,011304,004,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 09:00~11:00,Lab-C,Catherine Gallagher,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
127,대양휴머니티칼리지,대양휴머니티칼리지,011304,005,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 11:00~13:00,Lab-E,John P. Bernabei,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
128,대양휴머니티칼리지,대양휴머니티칼리지,011304,006,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 11:00~13:00,Lab-A,Kyle F McCullagh,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
129,대양휴머니티칼리지,대양휴머니티칼리지,011304,007,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 11:00~13:00,Lab-F,Todd Tate,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
130,대양휴머니티칼리지,대양휴머니티칼리지,011304,008,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 11:00~13:00,Lab-C,Young In Chang,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
131,대양휴머니티칼리지,대양휴머니티칼리지,011304,009,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 11:00~13:00,Lab-D,Laura Fitch,대양휴머니티칼리지,IT계열 1 대상과목,블렌디드강의,,영어,,Y
132,대양휴머니티칼리지,대양휴머니티칼리지,011304,010,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 14:00~16:00,Lab-E,Maria Choe,대양휴머니티칼리지,"전자정보통신공학과1, 반도체시스템공학과1 대상과목",블렌디드강의,,영어,,Y
133,대양휴머니티칼리지,대양휴머니티칼리지,011304,011,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 14:00~16:00,Lab-B,김현아,대양휴머니티칼리지,"전자정보통신공학과1, 반도체시스템공학과1 대상과목",블렌디드강의,,영어,,Y
134,대양휴머니티칼리지,대양휴머니티칼리지,011304,012,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 14:00~16:00,Lab-C,Young In Chang,대양휴머니티칼리지,"전자정보통신공학과1, 반도체시스템공학과1 대상과목",블렌디드강의,,영어,,Y
135,대양휴머니티칼리지,대양휴머니티칼리지,011304,013,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 14:00~16:00,Lab-A,Shion Kang,대양휴머니티칼리지,"전자정보통신공학과1, 반도체시스템공학과1 대상과목",블렌디드강의,,영어,,Y
136,대양휴머니티칼리지,대양휴머니티칼리지,011304,014,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 14:00~16:00,Lab-D,박선영,대양휴머니티칼리지,"전자정보통신공학과1, 반도체시스템공학과1 대상과목",블렌디드강의,,영어,,Y
137,대양휴머니티칼리지,대양휴머니티칼리지,011304,015,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-E,Michael Andrew Dirks,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
138,대양휴머니티칼리지,대양휴머니티칼리지,011304,016,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-D,Maria Choe,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
139,대양휴머니티칼리지,대양휴머니티칼리지,011304,017,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-B,김현아,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
140,대양휴머니티칼리지,대양휴머니티칼리지,011304,018,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-C,Young In Chang,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
141,대양휴머니티칼리지,대양휴머니티칼리지,011304,019,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-A,Shion Kang,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
142,대양휴머니티칼리지,대양휴머니티칼리지,011304,020,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,금 16:00~18:00,Lab-F,옥성수,대양휴머니티칼리지,"컴퓨터공학과1, 정보보호학과1, 소프트웨어학과1 대상과목",블렌디드강의,,영어,,Y
143,대양휴머니티칼리지,대양휴머니티칼리지,011304,021,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 16:00~18:00,Lab-E,John P. Bernabei,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
144,대양휴머니티칼리지,대양휴머니티칼리지,011304,022,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 09:00~11:00,Lab-C,Laura Fitch,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
145,대양휴머니티칼리지,대양휴머니티칼리지,011304,023,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 09:00~11:00,Lab-B,박선영,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
146,대양휴머니티칼리지,대양휴머니티칼리지,011304,024,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 09:00~11:00,Lab-A,Michael Andrew Dirks,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
147,대양휴머니티칼리지,대양휴머니티칼리지,011304,025,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 11:00~13:00,Lab-E,John P. Bernabei,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
148,대양휴머니티칼리지,대양휴머니티칼리지,011304,026,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 11:00~13:00,Lab-F,박선영,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
149,대양휴머니티칼리지,대양휴머니티칼리지,011304,027,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 16:00~18:00,Lab-D,Gordon Maccoy,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
150,대양휴머니티칼리지,대양휴머니티칼리지,011304,028,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 11:00~13:00,Lab-C,Laura Fitch,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
151,대양휴머니티칼리지,대양휴머니티칼리지,011304,029,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,월 11:00~13:00,Lab-B,Michael Andrew Dirks,대양휴머니티칼리지,인공지능데이터사이언스학과1 대상과목,블렌디드강의,,영어,,Y
152,대양휴머니티칼리지,대양휴머니티칼리지,011304,030,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-A,Young In Chang,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
153,대양휴머니티칼리지,대양휴머니티칼리지,011304,031,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-E,John P. Bernabei,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
154,대양휴머니티칼리지,대양휴머니티칼리지,011304,032,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-F,Catherine Gallagher,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
155,대양휴머니티칼리지,대양휴머니티칼리지,011304,033,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-B,Shion Kang,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
156,대양휴머니티칼리지,대양휴머니티칼리지,011304,034,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-C,Maria Choe,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
157,대양휴머니티칼리지,대양휴머니티칼리지,011304,035,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,수 14:00~16:00,Lab-D,김현아,대양휴머니티칼리지,AI로봇학과1 대상과목,블렌디드강의,,영어,,Y
158,대양휴머니티칼리지,대양휴머니티칼리지,011304,036,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 09:00~11:00,Lab-A,Catherine Gallagher,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
159,대양휴머니티칼리지,대양휴머니티칼리지,011304,037,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 09:00~11:00,Lab-B,Kyle F McCullagh,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
160,대양휴머니티칼리지,대양휴머니티칼리지,011304,038,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 09:00~11:00,Lab-C,Laura Fitch,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
161,대양휴머니티칼리지,대양휴머니티칼리지,011304,039,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 09:00~11:00,Lab-D,Michael Andrew Dirks,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
162,대양휴머니티칼리지,대양휴머니티칼리지,011304,040,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 09:00~11:00,Lab-E,이숙영,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
163,대양휴머니티칼리지,대양휴머니티칼리지,011304,041,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 11:00~13:00,Lab-A,Catherine Gallagher,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
164,대양휴머니티칼리지,대양휴머니티칼리지,011304,042,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 11:00~13:00,Lab-C,Gordon Maccoy,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
165,대양휴머니티칼리지,대양휴머니티칼리지,011304,043,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 11:00~13:00,Lab-D,Laura Fitch,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
166,대양휴머니티칼리지,대양휴머니티칼리지,011304,044,대학영어,공통교양필수,,1,2.0,2,1,이론+실험실습,,화 11:00~13:00,Lab-E,Kyle F McCullagh,대양휴머니티칼리지,공과계열1 대상과목,블렌디드강의,,영어,,Y
